,no2poly_m3_h,fe_m3_h,ts_mg_L,no2con_hz,no2conp_hz,feed_m3_h,dehydro_hz,screw_mm,no1poly_m3_h,con_pre_mpa
4379,1.075,22.89999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4380,1.075,22.99999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4381,1.075,23.099999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4382,1.075,23.19999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4383,1.075,23.29999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4384,1.075,23.39999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4385,1.075,23.49999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4386,1.075,23.59999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4387,1.075,23.699999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4388,1.075,23.79999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4389,1.075,23.89999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4390,1.075,23.999999999999968,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4391,1.075,24.099999999999966,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4392,1.075,24.199999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4393,1.075,24.29999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4394,1.075,24.399999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4395,1.075,24.499999999999964,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4396,1.075,24.599999999999966,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4397,1.075,24.699999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4398,1.075,24.799999999999965,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4399,1.075,24.899999999999963,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4400,1.1,15.0,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4401,1.1,15.1,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4402,1.1,15.2,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4403,1.1,15.299999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4404,1.1,15.399999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4405,1.1,15.499999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4406,1.1,15.599999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4407,1.1,15.699999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4408,1.1,15.799999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4409,1.1,15.899999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4410,1.1,15.999999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4411,1.1,16.099999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4412,1.1,16.199999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4413,1.1,16.299999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4414,1.1,16.399999999999995,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4415,1.1,16.499999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4416,1.1,16.599999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4417,1.1,16.699999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4418,1.1,16.799999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4419,1.1,16.89999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4420,1.1,16.999999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4421,1.1,17.099999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4422,1.1,17.199999999999992,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4423,1.1,17.29999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4424,1.1,17.39999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4425,1.1,17.499999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4426,1.1,17.59999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4427,1.1,17.69999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4428,1.1,17.79999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4429,1.1,17.89999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4430,1.1,17.99999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4431,1.1,18.099999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4432,1.1,18.19999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4433,1.1,18.29999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4434,1.1,18.399999999999988,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4435,1.1,18.499999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4436,1.1,18.599999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4437,1.1,18.69999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4438,1.1,18.799999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4439,1.1,18.899999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4440,1.1,18.999999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4441,1.1,19.099999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4442,1.1,19.199999999999985,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4443,1.1,19.299999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4444,1.1,19.399999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4445,1.1,19.499999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4446,1.1,19.599999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4447,1.1,19.69999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4448,1.1,19.799999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4449,1.1,19.899999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4450,1.1,19.999999999999982,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4451,1.1,20.09999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4452,1.1,20.19999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4453,1.1,20.299999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4454,1.1,20.39999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4455,1.1,20.49999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4456,1.1,20.59999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4457,1.1,20.69999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4458,1.1,20.79999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4459,1.1,20.899999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4460,1.1,20.99999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4461,1.1,21.09999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4462,1.1,21.199999999999978,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4463,1.1,21.299999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4464,1.1,21.399999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4465,1.1,21.49999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4466,1.1,21.599999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4467,1.1,21.699999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4468,1.1,21.799999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4469,1.1,21.899999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4470,1.1,21.999999999999975,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4471,1.1,22.099999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4472,1.1,22.199999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4473,1.1,22.299999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4474,1.1,22.399999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4475,1.1,22.49999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4476,1.1,22.599999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4477,1.1,22.699999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4478,1.1,22.799999999999972,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4479,1.1,22.89999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4480,1.1,22.99999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4481,1.1,23.099999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4482,1.1,23.19999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4483,1.1,23.29999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4484,1.1,23.39999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4485,1.1,23.49999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4486,1.1,23.59999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4487,1.1,23.699999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4488,1.1,23.79999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4489,1.1,23.89999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4490,1.1,23.999999999999968,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4491,1.1,24.099999999999966,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4492,1.1,24.199999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4493,1.1,24.29999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4494,1.1,24.399999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4495,1.1,24.499999999999964,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4496,1.1,24.599999999999966,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4497,1.1,24.699999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4498,1.1,24.799999999999965,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4499,1.1,24.899999999999963,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4500,1.125,15.0,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4501,1.125,15.1,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4502,1.125,15.2,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4503,1.125,15.299999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4504,1.125,15.399999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4505,1.125,15.499999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4506,1.125,15.599999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4507,1.125,15.699999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4508,1.125,15.799999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4509,1.125,15.899999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4510,1.125,15.999999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4511,1.125,16.099999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4512,1.125,16.199999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4513,1.125,16.299999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4514,1.125,16.399999999999995,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4515,1.125,16.499999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4516,1.125,16.599999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4517,1.125,16.699999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4518,1.125,16.799999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4519,1.125,16.89999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4520,1.125,16.999999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4521,1.125,17.099999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4522,1.125,17.199999999999992,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4523,1.125,17.29999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4524,1.125,17.39999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4525,1.125,17.499999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4526,1.125,17.59999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4527,1.125,17.69999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4528,1.125,17.79999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4529,1.125,17.89999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4530,1.125,17.99999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4531,1.125,18.099999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4532,1.125,18.19999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4533,1.125,18.29999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4534,1.125,18.399999999999988,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4535,1.125,18.499999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4536,1.125,18.599999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4537,1.125,18.69999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4538,1.125,18.799999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4539,1.125,18.899999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4540,1.125,18.999999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4541,1.125,19.099999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4542,1.125,19.199999999999985,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4543,1.125,19.299999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4544,1.125,19.399999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4545,1.125,19.499999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4546,1.125,19.599999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4547,1.125,19.69999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4548,1.125,19.799999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4549,1.125,19.899999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4550,1.125,19.999999999999982,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4551,1.125,20.09999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4552,1.125,20.19999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4553,1.125,20.299999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4554,1.125,20.39999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4555,1.125,20.49999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4556,1.125,20.59999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4557,1.125,20.69999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4558,1.125,20.79999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4559,1.125,20.899999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4560,1.125,20.99999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4561,1.125,21.09999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4562,1.125,21.199999999999978,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4563,1.125,21.299999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4564,1.125,21.399999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4565,1.125,21.49999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4566,1.125,21.599999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4567,1.125,21.699999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4568,1.125,21.799999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4569,1.125,21.899999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4570,1.125,21.999999999999975,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4571,1.125,22.099999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4572,1.125,22.199999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4573,1.125,22.299999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4574,1.125,22.399999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4575,1.125,22.49999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4576,1.125,22.599999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4577,1.125,22.699999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4578,1.125,22.799999999999972,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4579,1.125,22.89999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4580,1.125,22.99999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4581,1.125,23.099999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4582,1.125,23.19999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4583,1.125,23.29999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4584,1.125,23.39999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4585,1.125,23.49999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4586,1.125,23.59999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4587,1.125,23.699999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4588,1.125,23.79999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4589,1.125,23.89999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4590,1.125,23.999999999999968,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4591,1.125,24.099999999999966,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4592,1.125,24.199999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4593,1.125,24.29999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4594,1.125,24.399999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4595,1.125,24.499999999999964,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4596,1.125,24.599999999999966,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4597,1.125,24.699999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4598,1.125,24.799999999999965,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4599,1.125,24.899999999999963,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4600,1.1500000000000001,15.0,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4601,1.1500000000000001,15.1,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4602,1.1500000000000001,15.2,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4603,1.1500000000000001,15.299999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4604,1.1500000000000001,15.399999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4605,1.1500000000000001,15.499999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4606,1.1500000000000001,15.599999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4607,1.1500000000000001,15.699999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4608,1.1500000000000001,15.799999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4609,1.1500000000000001,15.899999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4610,1.1500000000000001,15.999999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4611,1.1500000000000001,16.099999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4612,1.1500000000000001,16.199999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4613,1.1500000000000001,16.299999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4614,1.1500000000000001,16.399999999999995,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4615,1.1500000000000001,16.499999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4616,1.1500000000000001,16.599999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4617,1.1500000000000001,16.699999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4618,1.1500000000000001,16.799999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4619,1.1500000000000001,16.89999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4620,1.1500000000000001,16.999999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4621,1.1500000000000001,17.099999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4622,1.1500000000000001,17.199999999999992,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4623,1.1500000000000001,17.29999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4624,1.1500000000000001,17.39999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4625,1.1500000000000001,17.499999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4626,1.1500000000000001,17.59999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4627,1.1500000000000001,17.69999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4628,1.1500000000000001,17.79999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4629,1.1500000000000001,17.89999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4630,1.1500000000000001,17.99999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4631,1.1500000000000001,18.099999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4632,1.1500000000000001,18.19999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4633,1.1500000000000001,18.29999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4634,1.1500000000000001,18.399999999999988,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4635,1.1500000000000001,18.499999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4636,1.1500000000000001,18.599999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4637,1.1500000000000001,18.69999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4638,1.1500000000000001,18.799999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4639,1.1500000000000001,18.899999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4640,1.1500000000000001,18.999999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4641,1.1500000000000001,19.099999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4642,1.1500000000000001,19.199999999999985,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4643,1.1500000000000001,19.299999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4644,1.1500000000000001,19.399999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4645,1.1500000000000001,19.499999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4646,1.1500000000000001,19.599999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4647,1.1500000000000001,19.69999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4648,1.1500000000000001,19.799999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4649,1.1500000000000001,19.899999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4650,1.1500000000000001,19.999999999999982,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4651,1.1500000000000001,20.09999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4652,1.1500000000000001,20.19999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4653,1.1500000000000001,20.299999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4654,1.1500000000000001,20.39999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4655,1.1500000000000001,20.49999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4656,1.1500000000000001,20.59999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4657,1.1500000000000001,20.69999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4658,1.1500000000000001,20.79999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4659,1.1500000000000001,20.899999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4660,1.1500000000000001,20.99999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4661,1.1500000000000001,21.09999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4662,1.1500000000000001,21.199999999999978,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4663,1.1500000000000001,21.299999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4664,1.1500000000000001,21.399999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4665,1.1500000000000001,21.49999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4666,1.1500000000000001,21.599999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4667,1.1500000000000001,21.699999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4668,1.1500000000000001,21.799999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4669,1.1500000000000001,21.899999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4670,1.1500000000000001,21.999999999999975,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4671,1.1500000000000001,22.099999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4672,1.1500000000000001,22.199999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
4673,1.1500000000000001,22.299999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
