,no2poly_m3_h,fe_m3_h,ts_mg_L,no2con_hz,no2conp_hz,feed_m3_h,dehydro_hz,screw_mm,no1poly_m3_h,con_pre_mpa
1100,0.275,15.0,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1101,0.275,15.1,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1102,0.275,15.2,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1103,0.275,15.299999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1104,0.275,15.399999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1105,0.275,15.499999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1106,0.275,15.599999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1107,0.275,15.699999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1108,0.275,15.799999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1109,0.275,15.899999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1110,0.275,15.999999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1111,0.275,16.099999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1112,0.275,16.199999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1113,0.275,16.299999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1114,0.275,16.399999999999995,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1115,0.275,16.499999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1116,0.275,16.599999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1117,0.275,16.699999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1118,0.275,16.799999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1119,0.275,16.89999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1120,0.275,16.999999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1121,0.275,17.099999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1122,0.275,17.199999999999992,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1123,0.275,17.29999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1124,0.275,17.39999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1125,0.275,17.499999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1126,0.275,17.59999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1127,0.275,17.69999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1128,0.275,17.79999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1129,0.275,17.89999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1130,0.275,17.99999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1131,0.275,18.099999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1132,0.275,18.19999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1133,0.275,18.29999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1134,0.275,18.399999999999988,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1135,0.275,18.499999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1136,0.275,18.599999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1137,0.275,18.69999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1138,0.275,18.799999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1139,0.275,18.899999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1140,0.275,18.999999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1141,0.275,19.099999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1142,0.275,19.199999999999985,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1143,0.275,19.299999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1144,0.275,19.399999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1145,0.275,19.499999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1146,0.275,19.599999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1147,0.275,19.69999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1148,0.275,19.799999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1149,0.275,19.899999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1150,0.275,19.999999999999982,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1151,0.275,20.09999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1152,0.275,20.19999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1153,0.275,20.299999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1154,0.275,20.39999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1155,0.275,20.49999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1156,0.275,20.59999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1157,0.275,20.69999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1158,0.275,20.79999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1159,0.275,20.899999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1160,0.275,20.99999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1161,0.275,21.09999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1162,0.275,21.199999999999978,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1163,0.275,21.299999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1164,0.275,21.399999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1165,0.275,21.49999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1166,0.275,21.599999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1167,0.275,21.699999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1168,0.275,21.799999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1169,0.275,21.899999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1170,0.275,21.999999999999975,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1171,0.275,22.099999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1172,0.275,22.199999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1173,0.275,22.299999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1174,0.275,22.399999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1175,0.275,22.49999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1176,0.275,22.599999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1177,0.275,22.699999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1178,0.275,22.799999999999972,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1179,0.275,22.89999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1180,0.275,22.99999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1181,0.275,23.099999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1182,0.275,23.19999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1183,0.275,23.29999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1184,0.275,23.39999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1185,0.275,23.49999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1186,0.275,23.59999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1187,0.275,23.699999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1188,0.275,23.79999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1189,0.275,23.89999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1190,0.275,23.999999999999968,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1191,0.275,24.099999999999966,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1192,0.275,24.199999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1193,0.275,24.29999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1194,0.275,24.399999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1195,0.275,24.499999999999964,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1196,0.275,24.599999999999966,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1197,0.275,24.699999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1198,0.275,24.799999999999965,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1199,0.275,24.899999999999963,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1200,0.30000000000000004,15.0,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1201,0.30000000000000004,15.1,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1202,0.30000000000000004,15.2,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1203,0.30000000000000004,15.299999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1204,0.30000000000000004,15.399999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1205,0.30000000000000004,15.499999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1206,0.30000000000000004,15.599999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1207,0.30000000000000004,15.699999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1208,0.30000000000000004,15.799999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1209,0.30000000000000004,15.899999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1210,0.30000000000000004,15.999999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1211,0.30000000000000004,16.099999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1212,0.30000000000000004,16.199999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1213,0.30000000000000004,16.299999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1214,0.30000000000000004,16.399999999999995,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1215,0.30000000000000004,16.499999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1216,0.30000000000000004,16.599999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1217,0.30000000000000004,16.699999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1218,0.30000000000000004,16.799999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1219,0.30000000000000004,16.89999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1220,0.30000000000000004,16.999999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1221,0.30000000000000004,17.099999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1222,0.30000000000000004,17.199999999999992,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1223,0.30000000000000004,17.29999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1224,0.30000000000000004,17.39999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1225,0.30000000000000004,17.499999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1226,0.30000000000000004,17.59999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1227,0.30000000000000004,17.69999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1228,0.30000000000000004,17.79999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1229,0.30000000000000004,17.89999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1230,0.30000000000000004,17.99999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1231,0.30000000000000004,18.099999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1232,0.30000000000000004,18.19999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1233,0.30000000000000004,18.29999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1234,0.30000000000000004,18.399999999999988,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1235,0.30000000000000004,18.499999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1236,0.30000000000000004,18.599999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1237,0.30000000000000004,18.69999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1238,0.30000000000000004,18.799999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1239,0.30000000000000004,18.899999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1240,0.30000000000000004,18.999999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1241,0.30000000000000004,19.099999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1242,0.30000000000000004,19.199999999999985,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1243,0.30000000000000004,19.299999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1244,0.30000000000000004,19.399999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1245,0.30000000000000004,19.499999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1246,0.30000000000000004,19.599999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1247,0.30000000000000004,19.69999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1248,0.30000000000000004,19.799999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1249,0.30000000000000004,19.899999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1250,0.30000000000000004,19.999999999999982,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1251,0.30000000000000004,20.09999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1252,0.30000000000000004,20.19999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1253,0.30000000000000004,20.299999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1254,0.30000000000000004,20.39999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1255,0.30000000000000004,20.49999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1256,0.30000000000000004,20.59999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1257,0.30000000000000004,20.69999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1258,0.30000000000000004,20.79999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1259,0.30000000000000004,20.899999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1260,0.30000000000000004,20.99999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1261,0.30000000000000004,21.09999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1262,0.30000000000000004,21.199999999999978,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1263,0.30000000000000004,21.299999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1264,0.30000000000000004,21.399999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1265,0.30000000000000004,21.49999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1266,0.30000000000000004,21.599999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1267,0.30000000000000004,21.699999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1268,0.30000000000000004,21.799999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1269,0.30000000000000004,21.899999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1270,0.30000000000000004,21.999999999999975,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1271,0.30000000000000004,22.099999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1272,0.30000000000000004,22.199999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1273,0.30000000000000004,22.299999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1274,0.30000000000000004,22.399999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1275,0.30000000000000004,22.49999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1276,0.30000000000000004,22.599999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1277,0.30000000000000004,22.699999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1278,0.30000000000000004,22.799999999999972,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1279,0.30000000000000004,22.89999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1280,0.30000000000000004,22.99999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1281,0.30000000000000004,23.099999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1282,0.30000000000000004,23.19999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1283,0.30000000000000004,23.29999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1284,0.30000000000000004,23.39999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1285,0.30000000000000004,23.49999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1286,0.30000000000000004,23.59999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1287,0.30000000000000004,23.699999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1288,0.30000000000000004,23.79999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1289,0.30000000000000004,23.89999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1290,0.30000000000000004,23.999999999999968,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1291,0.30000000000000004,24.099999999999966,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1292,0.30000000000000004,24.199999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1293,0.30000000000000004,24.29999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1294,0.30000000000000004,24.399999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1295,0.30000000000000004,24.499999999999964,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1296,0.30000000000000004,24.599999999999966,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1297,0.30000000000000004,24.699999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1298,0.30000000000000004,24.799999999999965,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1299,0.30000000000000004,24.899999999999963,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1300,0.325,15.0,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1301,0.325,15.1,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1302,0.325,15.2,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1303,0.325,15.299999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1304,0.325,15.399999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1305,0.325,15.499999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1306,0.325,15.599999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1307,0.325,15.699999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1308,0.325,15.799999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1309,0.325,15.899999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1310,0.325,15.999999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1311,0.325,16.099999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1312,0.325,16.199999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1313,0.325,16.299999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1314,0.325,16.399999999999995,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1315,0.325,16.499999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1316,0.325,16.599999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1317,0.325,16.699999999999996,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1318,0.325,16.799999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1319,0.325,16.89999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1320,0.325,16.999999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1321,0.325,17.099999999999994,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1322,0.325,17.199999999999992,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1323,0.325,17.29999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1324,0.325,17.39999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1325,0.325,17.499999999999993,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1326,0.325,17.59999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1327,0.325,17.69999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1328,0.325,17.79999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1329,0.325,17.89999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1330,0.325,17.99999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1331,0.325,18.099999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1332,0.325,18.19999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1333,0.325,18.29999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1334,0.325,18.399999999999988,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1335,0.325,18.499999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1336,0.325,18.599999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1337,0.325,18.69999999999999,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1338,0.325,18.799999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1339,0.325,18.899999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1340,0.325,18.999999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1341,0.325,19.099999999999987,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1342,0.325,19.199999999999985,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1343,0.325,19.299999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1344,0.325,19.399999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1345,0.325,19.499999999999986,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1346,0.325,19.599999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1347,0.325,19.69999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1348,0.325,19.799999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1349,0.325,19.899999999999984,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1350,0.325,19.999999999999982,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1351,0.325,20.09999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1352,0.325,20.19999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1353,0.325,20.299999999999983,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1354,0.325,20.39999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1355,0.325,20.49999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1356,0.325,20.59999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1357,0.325,20.69999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1358,0.325,20.79999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1359,0.325,20.899999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1360,0.325,20.99999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1361,0.325,21.09999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1362,0.325,21.199999999999978,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1363,0.325,21.299999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1364,0.325,21.399999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1365,0.325,21.49999999999998,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1366,0.325,21.599999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1367,0.325,21.699999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1368,0.325,21.799999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1369,0.325,21.899999999999977,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1370,0.325,21.999999999999975,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1371,0.325,22.099999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1372,0.325,22.199999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1373,0.325,22.299999999999976,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1374,0.325,22.399999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1375,0.325,22.49999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1376,0.325,22.599999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1377,0.325,22.699999999999974,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1378,0.325,22.799999999999972,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1379,0.325,22.89999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1380,0.325,22.99999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1381,0.325,23.099999999999973,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1382,0.325,23.19999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1383,0.325,23.29999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1384,0.325,23.39999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1385,0.325,23.49999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1386,0.325,23.59999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1387,0.325,23.699999999999967,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1388,0.325,23.79999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1389,0.325,23.89999999999997,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1390,0.325,23.999999999999968,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
1391,0.325,24.099999999999966,30000,30.6,56.1,5.3,38.5,200.0,1.3,0.34
