,ts_g_l,feed_m3_h,thr_kgts_h,poly_per_ts,fe_per_ts,str_rpm,con_rpm,ts_rpm,plugs_rpm,pitch_mm
505,8.104000000000003,1.1770000000000005,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
506,8.104000000000003,1.2124000000000006,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
507,8.104000000000003,1.2478000000000007,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
508,8.104000000000003,1.2832000000000008,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
509,8.104000000000003,1.3186000000000009,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
510,8.104000000000003,1.354000000000001,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
511,8.104000000000003,1.389400000000001,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
512,8.104000000000003,1.4248000000000012,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
513,8.104000000000003,1.4602000000000013,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
514,8.104000000000003,1.4956000000000014,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
515,8.104000000000003,1.5310000000000015,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
516,8.104000000000003,1.5664000000000016,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
517,8.104000000000003,1.6018000000000017,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
518,8.104000000000003,1.6372000000000018,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
519,8.104000000000003,1.6726000000000019,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
520,8.104000000000003,1.708000000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
521,8.104000000000003,1.743400000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
522,8.104000000000003,1.7788000000000022,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
523,8.104000000000003,1.8142000000000023,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
524,8.104000000000003,1.8496000000000024,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
525,8.104000000000003,1.8850000000000025,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
526,8.104000000000003,1.9204000000000025,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
527,8.104000000000003,1.9558000000000026,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
528,8.104000000000003,1.9912000000000027,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
529,8.104000000000003,2.026600000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
530,8.104000000000003,2.062000000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
531,8.104000000000003,2.097400000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
532,8.104000000000003,2.132800000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
533,8.104000000000003,2.1682000000000032,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
534,8.104000000000003,2.2036000000000033,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
535,8.104000000000003,2.2390000000000034,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
536,8.104000000000003,2.2744000000000035,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
537,8.104000000000003,2.3098000000000036,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
538,8.104000000000003,2.3452000000000037,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
539,8.104000000000003,2.380600000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
540,8.104000000000003,2.416000000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
541,8.104000000000003,2.451400000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
542,8.104000000000003,2.486800000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
543,8.104000000000003,2.522200000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
544,8.104000000000003,2.5576000000000043,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
545,8.104000000000003,2.5930000000000044,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
546,8.104000000000003,2.6284000000000045,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
547,8.104000000000003,2.6638000000000046,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
548,8.104000000000003,2.6992000000000047,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
549,8.104000000000003,2.734600000000005,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
550,8.371400000000003,1.0,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
551,8.371400000000003,1.0354,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
552,8.371400000000003,1.0708000000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
553,8.371400000000003,1.1062000000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
554,8.371400000000003,1.1416000000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
555,8.371400000000003,1.1770000000000005,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
556,8.371400000000003,1.2124000000000006,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
557,8.371400000000003,1.2478000000000007,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
558,8.371400000000003,1.2832000000000008,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
559,8.371400000000003,1.3186000000000009,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
560,8.371400000000003,1.354000000000001,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
561,8.371400000000003,1.389400000000001,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
562,8.371400000000003,1.4248000000000012,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
563,8.371400000000003,1.4602000000000013,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
564,8.371400000000003,1.4956000000000014,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
565,8.371400000000003,1.5310000000000015,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
566,8.371400000000003,1.5664000000000016,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
567,8.371400000000003,1.6018000000000017,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
568,8.371400000000003,1.6372000000000018,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
569,8.371400000000003,1.6726000000000019,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
570,8.371400000000003,1.708000000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
571,8.371400000000003,1.743400000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
572,8.371400000000003,1.7788000000000022,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
573,8.371400000000003,1.8142000000000023,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
574,8.371400000000003,1.8496000000000024,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
575,8.371400000000003,1.8850000000000025,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
576,8.371400000000003,1.9204000000000025,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
577,8.371400000000003,1.9558000000000026,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
578,8.371400000000003,1.9912000000000027,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
579,8.371400000000003,2.026600000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
580,8.371400000000003,2.062000000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
581,8.371400000000003,2.097400000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
582,8.371400000000003,2.132800000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
583,8.371400000000003,2.1682000000000032,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
584,8.371400000000003,2.2036000000000033,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
585,8.371400000000003,2.2390000000000034,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
586,8.371400000000003,2.2744000000000035,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
587,8.371400000000003,2.3098000000000036,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
588,8.371400000000003,2.3452000000000037,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
589,8.371400000000003,2.380600000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
590,8.371400000000003,2.416000000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
591,8.371400000000003,2.451400000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
592,8.371400000000003,2.486800000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
593,8.371400000000003,2.522200000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
594,8.371400000000003,2.5576000000000043,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
595,8.371400000000003,2.5930000000000044,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
596,8.371400000000003,2.6284000000000045,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
597,8.371400000000003,2.6638000000000046,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
598,8.371400000000003,2.6992000000000047,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
599,8.371400000000003,2.734600000000005,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
600,8.638800000000003,1.0,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
601,8.638800000000003,1.0354,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
602,8.638800000000003,1.0708000000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
603,8.638800000000003,1.1062000000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
604,8.638800000000003,1.1416000000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
605,8.638800000000003,1.1770000000000005,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
606,8.638800000000003,1.2124000000000006,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
607,8.638800000000003,1.2478000000000007,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
608,8.638800000000003,1.2832000000000008,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
609,8.638800000000003,1.3186000000000009,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
610,8.638800000000003,1.354000000000001,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
611,8.638800000000003,1.389400000000001,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
612,8.638800000000003,1.4248000000000012,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
613,8.638800000000003,1.4602000000000013,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
614,8.638800000000003,1.4956000000000014,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
615,8.638800000000003,1.5310000000000015,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
616,8.638800000000003,1.5664000000000016,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
617,8.638800000000003,1.6018000000000017,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
618,8.638800000000003,1.6372000000000018,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
619,8.638800000000003,1.6726000000000019,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
620,8.638800000000003,1.708000000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
621,8.638800000000003,1.743400000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
622,8.638800000000003,1.7788000000000022,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
623,8.638800000000003,1.8142000000000023,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
624,8.638800000000003,1.8496000000000024,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
625,8.638800000000003,1.8850000000000025,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
626,8.638800000000003,1.9204000000000025,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
627,8.638800000000003,1.9558000000000026,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
628,8.638800000000003,1.9912000000000027,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
629,8.638800000000003,2.026600000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
630,8.638800000000003,2.062000000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
631,8.638800000000003,2.097400000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
632,8.638800000000003,2.132800000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
633,8.638800000000003,2.1682000000000032,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
634,8.638800000000003,2.2036000000000033,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
635,8.638800000000003,2.2390000000000034,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
636,8.638800000000003,2.2744000000000035,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
637,8.638800000000003,2.3098000000000036,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
638,8.638800000000003,2.3452000000000037,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
639,8.638800000000003,2.380600000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
640,8.638800000000003,2.416000000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
641,8.638800000000003,2.451400000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
642,8.638800000000003,2.486800000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
643,8.638800000000003,2.522200000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
644,8.638800000000003,2.5576000000000043,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
645,8.638800000000003,2.5930000000000044,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
646,8.638800000000003,2.6284000000000045,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
647,8.638800000000003,2.6638000000000046,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
648,8.638800000000003,2.6992000000000047,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
649,8.638800000000003,2.734600000000005,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
650,8.906200000000004,1.0,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
651,8.906200000000004,1.0354,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
652,8.906200000000004,1.0708000000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
653,8.906200000000004,1.1062000000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
654,8.906200000000004,1.1416000000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
655,8.906200000000004,1.1770000000000005,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
656,8.906200000000004,1.2124000000000006,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
657,8.906200000000004,1.2478000000000007,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
658,8.906200000000004,1.2832000000000008,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
659,8.906200000000004,1.3186000000000009,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
660,8.906200000000004,1.354000000000001,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
661,8.906200000000004,1.389400000000001,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
662,8.906200000000004,1.4248000000000012,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
663,8.906200000000004,1.4602000000000013,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
664,8.906200000000004,1.4956000000000014,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
665,8.906200000000004,1.5310000000000015,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
666,8.906200000000004,1.5664000000000016,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
667,8.906200000000004,1.6018000000000017,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
668,8.906200000000004,1.6372000000000018,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
669,8.906200000000004,1.6726000000000019,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
670,8.906200000000004,1.708000000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
671,8.906200000000004,1.743400000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
672,8.906200000000004,1.7788000000000022,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
673,8.906200000000004,1.8142000000000023,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
674,8.906200000000004,1.8496000000000024,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
675,8.906200000000004,1.8850000000000025,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
676,8.906200000000004,1.9204000000000025,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
677,8.906200000000004,1.9558000000000026,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
678,8.906200000000004,1.9912000000000027,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
679,8.906200000000004,2.026600000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
680,8.906200000000004,2.062000000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
681,8.906200000000004,2.097400000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
682,8.906200000000004,2.132800000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
683,8.906200000000004,2.1682000000000032,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
684,8.906200000000004,2.2036000000000033,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
685,8.906200000000004,2.2390000000000034,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
686,8.906200000000004,2.2744000000000035,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
687,8.906200000000004,2.3098000000000036,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
688,8.906200000000004,2.3452000000000037,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
689,8.906200000000004,2.380600000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
690,8.906200000000004,2.416000000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
691,8.906200000000004,2.451400000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
692,8.906200000000004,2.486800000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
693,8.906200000000004,2.522200000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
694,8.906200000000004,2.5576000000000043,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
695,8.906200000000004,2.5930000000000044,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
696,8.906200000000004,2.6284000000000045,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
697,8.906200000000004,2.6638000000000046,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
698,8.906200000000004,2.6992000000000047,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
699,8.906200000000004,2.734600000000005,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
700,9.173600000000004,1.0,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
701,9.173600000000004,1.0354,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
702,9.173600000000004,1.0708000000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
703,9.173600000000004,1.1062000000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
704,9.173600000000004,1.1416000000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
705,9.173600000000004,1.1770000000000005,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
706,9.173600000000004,1.2124000000000006,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
707,9.173600000000004,1.2478000000000007,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
708,9.173600000000004,1.2832000000000008,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
709,9.173600000000004,1.3186000000000009,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
710,9.173600000000004,1.354000000000001,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
711,9.173600000000004,1.389400000000001,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
712,9.173600000000004,1.4248000000000012,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
713,9.173600000000004,1.4602000000000013,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
714,9.173600000000004,1.4956000000000014,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
715,9.173600000000004,1.5310000000000015,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
716,9.173600000000004,1.5664000000000016,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
717,9.173600000000004,1.6018000000000017,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
718,9.173600000000004,1.6372000000000018,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
719,9.173600000000004,1.6726000000000019,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
720,9.173600000000004,1.708000000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
721,9.173600000000004,1.743400000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
722,9.173600000000004,1.7788000000000022,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
723,9.173600000000004,1.8142000000000023,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
724,9.173600000000004,1.8496000000000024,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
725,9.173600000000004,1.8850000000000025,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
726,9.173600000000004,1.9204000000000025,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
727,9.173600000000004,1.9558000000000026,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
728,9.173600000000004,1.9912000000000027,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
729,9.173600000000004,2.026600000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
730,9.173600000000004,2.062000000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
731,9.173600000000004,2.097400000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
732,9.173600000000004,2.132800000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
733,9.173600000000004,2.1682000000000032,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
734,9.173600000000004,2.2036000000000033,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
735,9.173600000000004,2.2390000000000034,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
736,9.173600000000004,2.2744000000000035,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
737,9.173600000000004,2.3098000000000036,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
738,9.173600000000004,2.3452000000000037,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
739,9.173600000000004,2.380600000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
740,9.173600000000004,2.416000000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
741,9.173600000000004,2.451400000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
742,9.173600000000004,2.486800000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
743,9.173600000000004,2.522200000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
744,9.173600000000004,2.5576000000000043,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
745,9.173600000000004,2.5930000000000044,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
746,9.173600000000004,2.6284000000000045,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
747,9.173600000000004,2.6638000000000046,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
748,9.173600000000004,2.6992000000000047,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
749,9.173600000000004,2.734600000000005,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
750,9.441000000000004,1.0,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
751,9.441000000000004,1.0354,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
752,9.441000000000004,1.0708000000000002,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
753,9.441000000000004,1.1062000000000003,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
754,9.441000000000004,1.1416000000000004,11.0,1.49,0.0,48.0,8.0,0.6000000000000001,0.13,240.0
